kanji,furigana,meaning,tags,guid,romaji,hanviet
天皇,てんのう,Emperor of Japan,JLPT JLPT_2,BCTKLS7Bsq,tennou,THIÊN HOÀNG
電波,でんぱ,electro-magnetic wave,JLPT JLPT_2,cg0Ez+Y@GU,denpa,ĐIỆN BA
テンポ,テンポ,tempo,JLPT JLPT_2,Hi]gxBaRU^,tenpo,
電流,でんりゅう,electric current,JLPT JLPT_2,w3QM-(pmFO,denryuu,ĐIỆN LƯU
電力,でんりょく,electric power,JLPT JLPT_2,BkP9bGxxa`,denryoku,ĐIỆN LỰC
問い合わせ,といあわせ,inquiry,JLPT JLPT_2,h}t;%K/E(N,toiawase,
銅,どう,copper,JLPT JLPT_2,t]G?*GHI@U,dou,ĐỒNG
同～,どう～,same ~,JLPT JLPT_2,"n,@c1nuA~O",dou~,ĐỒNG
どういたしまして (かん),どういたしまして (かん),"you are welcome, don't mention it",JLPT JLPT_2,qsFKJD&|L2,douitashimashite (kan),
統一,とういつ,"unity, consolidation, uniformity",JLPT JLPT_2,Qgn:y`-!#|,touitsu,THỐNG NHẤT
同格,どうかく,"the same rank, equality, apposition",JLPT JLPT_2,MiJmwE9)Tk,doukaku,ĐỒNG CÁCH
峠,とうげ,"ridge, (mountain) pass, difficult part",JLPT JLPT_2,"N<{B4W~=,!",touge,(ĐÈO)
統計,とうけい,"scattering, a scatter, dispersion",JLPT JLPT_2,vX}p`nL9tJ,toukei,THỐNG KẾ
動作,どうさ,"action, movements, motions",JLPT JLPT_2,dT{x#l3poW,dousa,ĐỘNG TÁC
東西,とうざい,"East and West, whole country",JLPT JLPT_2,j$kHEw}u=O,touzai,ĐÔNG TÂY
当日,とうじつ,"appointed day, very day",JLPT JLPT_2,DMRuSTW/kN,toujitsu,ĐƯƠNG NHẬT
投書,とうしょ,"letter to the editor, letter from a reader, contribution",JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,cIf~cB@d=B,tousho,ĐẦU THƯ
登場,とうじょう,entry (on stage),JLPT JLPT_2,Ly]{kwvk<^,toujou,ĐĂNG TRÀNG
どうせ,どうせ,"anyhow, in any case, at any rate",JLPT JLPT_2,qUZxLcShyb,douse,
灯台,とうだい,lighthouse,JLPT JLPT_2,z?>!uGNDHa,toudai,ĐĂNG THAI
盗難,とうなん,"theft, robbery",JLPT JLPT_2,HhHB}s;s98,tounan,ĐẠO NAN
当番,とうばん,being on duty,JLPT JLPT_2,t5f^H;G`pb,touban,ĐƯƠNG PHIÊN
等分,とうぶん,division into equal parts,JLPT JLPT_2,gvTvgz{bLa,toubun,ĐẲNG PHÂN
透明,とうめい,"transparency, cleanness",JLPT JLPT_2,P(@#|>UOt0,toumei,THẤU MINH
灯油,とうゆ,"lamp oil, kerosene",JLPT JLPT_2,vZ4oHV;=:a,touyu,ĐĂNG DU
東洋,とうよう,"the East, the Orient",JLPT JLPT_2,NL2U4L5P.},touyou,ĐÔNG DƯƠNG
童話,どうわ,fairy tale,JLPT JLPT_2,D&Yh:&s%jk,douwa,ĐỒNG THOẠI
通り掛かる,とおりかかる,to happen to pass by,JLPT JLPT_2,"luDHt,5Sk,",toorikakaru,
溶かす,とかす,"to melt, to dissolve",JLPT JLPT_2,l;^zOZ_oE|,tokasu,DONG
尖る,とがる,"to taper to a point, to become sharp",JLPT JLPT_2,"e{Pl+,CC6G",togaru,TIÊM
どきどき,どきどき,"throb, beat (fast)",JLPT JLPT_2,x-PSkMj&q>,dokidoki,
特殊,とくしゅ,"special, unique",JLPT JLPT_2,w^_lcgoHoI,tokushu,ĐẶC THÙ
特色,とくしょく,"characteristic, feature",JLPT JLPT_2,B-+4Us]g7J,tokushoku,ĐẶC SẮC
特定,とくてい,"specific, special, particular",JLPT JLPT_2,t|TfJJg|sz,tokutei,ĐẶC ĐỊNH
特売,とくばい,special sale,JLPT JLPT_2,p@T8CIs-/#,tokubai,ĐẶC MẠI
溶け込む,とけこむ,to melt into; to become a part of,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,x]~8B=uZCs,tokekomu,DONG 
溶ける,とける,"(intransitive) to melt, to thaw, to fuse, to dissolve",JLPT JLPT_2,IB`$@F~Yl%,tokeru,DONG
退ける,どける,"to dislodge, to put something out of the way",JLPT JLPT_2,"l,uqdq*vL$",dokeru,THỐI
床の間,とこのま,alcove,JLPT JLPT_2,DWuzigwd1O,tokonoma,SÀNG GIAN
所々,ところどころ,"here and there, some parts (of something)",JLPT JLPT_2,JBl+zKfWO=,tokorodokoro,SỞ
都心,としん,heart (of city),JLPT JLPT_2,q@;X-KR+6x,toshin,ĐÔ TÂM
戸棚,とだな,"cupboard, cabinet",JLPT JLPT_2,fA;1NRcg;.,todana,HỘ BẰNG
とっくに,とっくに,"long ago, already, a long time ago",JLPT JLPT_2,"s1FB+z(/k,",tokkuni,
どっと,どっと,suddenly,JLPT JLPT_2,l_f3!1:=g.,dotto,
整う,ととのう,"to be prepared, to be in order, to be arranged",JLPT JLPT_2,qFP1)1i}(/,totonou,CHỈNH
留まる,とどまる,"to be fixed; to abide, to stay (in the one place)",JLPT JLPT_2,"f],Vz_=*R]",todomaru,LƯU
怒鳴る,どなる,"to shout, to yell",JLPT JLPT_2,PA4d>_N*GM,donaru,NỘ MINH
殿,どの,Mister (mostly in addressing someone on an envelope),JLPT JLPT_2,G)i@|4rCFu,dono,ĐIỆN
飛び込む,とびこむ,"to jump in, to leap in, to plunge into",JLPT JLPT_2,m)8^_h=xfZ,tobikomu,PHI 
留まる,とまる,"to be fixed; to abide, to stay (in the one place)",JLPT JLPT_2,lR~zbQY;%4,tomaru,LƯU
泊める,とめる,"to give shelter to, to lodge",JLPT JLPT_2,md-bthpDki,tomeru,BẠC
ともかく,ともかく,"anyhow, at any rate, anyway",JLPT JLPT_2,CwP{EP}I?z,tomokaku,
捕える,とらえる,"to seize, to capture, to arrest",JLPT JLPT_2,"j}2L,caH~b",toraeru,BỘ
取り入れる,とりいれる,"to harvest, to take in, to adopt",JLPT JLPT_2,w2_26oic>],toriireru,
取り消す,とりけす,to cancel,JLPT JLPT_2,c++rlW<4bj,torikesu,THỦ TIÊU
取り出す,とりだす,"to take out, to pick out",JLPT JLPT_2,mbHbo^x=YD,toridasu,THỦ XUẤT
採る,とる,"to adopt (measure, proposal); to pick (fruit)",JLPT JLPT_2,Kwcy6Nu#VV,toru,THẢI
捕る,とる,"to take, to catch (fish)",JLPT JLPT_2,h-foFU)J+%,toru,BỘ
丼,どんぶり,"porcelain bowl, bowl of rice with food on top",JLPT JLPT_2,K/7)Qgev~b,donburi,
内科,ないか,"internist clinic, internal medicine",JLPT JLPT_2,cL3Q<QI{Xi,naika,NỘI KHOA
内線,ないせん,phone extension,JLPT JLPT_2,vWixbAJ8L3,naisen,NỘI TUYẾN
ナイロン,ナイロン,nylon,JLPT JLPT_2,"J#^zz>A,)}",nairon,
長～,なが～,long ~,JLPT JLPT_2,"!(,ztix|0",naga~,TRƯỜNG
仲直り,なかなおり,"reconciliation, make peace with",JLPT JLPT_2,lg&xbaku[H,nakanaori,TRỌNG TRỰC
長引く,ながびく,"to be prolonged, to drag on",JLPT JLPT_2,KFJ:-OqPv),nagabiku,TRƯỜNG DẪN
中身,なかみ,"contents, interior, filling substance, content",JLPT JLPT_2,hK@B?T%H[@,nakami,TRUNG THÂN
中指,なかゆび,middle finger,JLPT JLPT_2,OVu}*4o9[-,nakayubi,TRUNG CHỈ
仲良し,なかよし,"intimate friend, bosom buddy",JLPT JLPT_2,bY}?0:RFF`,nakayoshi,TRỌNG LƯƠNG
慰める,なぐさめる,"to comfort, to console",JLPT JLPT_2,OOn!)Q5mF^,nagusameru,ÚY
殴る,なぐる,"to strike, to hit, to beat, to punch",JLPT JLPT_2,IuJ-aZ~ucE,naguru,ẨU
為す,なす,"to accomplish, to do",JLPT JLPT_2,sRagOZ&+9+,nasu,VI
謎謎,なぞなぞ,riddle,JLPT JLPT_2,kh;qXYZm$x,nazonazo,MÊ MÊ
傾らか,なだらか,"gradual, gentle",JLPT JLPT_2,N*gYt%kA/%,nadaraka,KHUYNH
懐かしい,なつかしい,"dear, desired, missed",JLPT JLPT_2,AgDX*Gpp{!,natsukashii,HOÀI 
撫でる,なでる,"to brush gently, to stroke",JLPT JLPT_2,x?eU}#7q`n,naderu,PHỦ
斜め,ななめ,"diagonal, oblique",JLPT JLPT_2,e/[lM~+tA8,naname,TÀ
なにしろ,なにしろ,"at any rate, in any case",JLPT JLPT_2,p8WN.jfeNo,nanishiro,
何しろ,なにしろ,"in any case, at any rate, anyhow, anyway, as you know, for you see, particularly",JLPT JLPT_2,uSbI~/yfu<,nanishiro,HÀ
何々,なになに,"such and such, What?",JLPT JLPT_2,v!2OpO8|[,naninani,HÀ
何分,なにぶん,"by all means, please",JLPT JLPT_2,t3>sbe_K8<,nanibun,HÀ PHÂN
生意気,なまいき,"impertinent, impudent",JLPT JLPT_2,mw&FA%y!wL,namaiki,SANH Ý KHÍ
生意気な,なまいきな,"impertinent, saucy, cheeky, impudent, audacious, cocky, pert, brash",JLPT JLPT_2,bvjMS7agaS,namaikina,SANH Ý KHÍ
並木,なみき,"roadside tree, row of trees",JLPT JLPT_2,B&w5g2.BdM,namiki,TỊNH MỘC
倣う,ならう,"to imitate, to follow, to emulate",JLPT JLPT_2,bk+_vg]*X*,narau,PHỎNG
生る,なる,to bear fruit,JLPT JLPT_2,L4foi?c6%U,naru,SANH
南極,なんきょく,"south pole, Antarctic",JLPT JLPT_2,i(}x3JhEWk,nankyoku,NAM CỰC
なんとなく,なんとなく,"somehow or other, for some reason or another",JLPT JLPT_2,NHiEMH@?%b,nantonaku,
なんとも,なんとも,"nothing (with neg. verb), quite, not a bit",JLPT JLPT_2,d60cvEnM@g,nantomo,
何とも,なんとも,"really, very, extremely, terribly, awfully (not) anything, (not) at all, (not) a bit",JLPT JLPT_2,mA+s2zFs]r,nantomo,HÀ
ナンバー,ナンバー,number,JLPT JLPT_2,w%6-K{mlSu,nanbaa,
南米,なんべい,South America,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,IS$N[3lqN_,nanbei,NAM MỄ
南北,なんぼく,south and north,JLPT JLPT_2,v&@^W~@3Lc,nanboku,NAM BẮC
匂う,におう,"to be fragrant, to smell",JLPT JLPT_2,HNXw9CMq7V,niou,(MÙI)
逃がす,にがす,"to let loose, to set free, to let escape",JLPT JLPT_2,ze5+}#f{P4,nigasu,ĐÀO
憎い,にくい,"hateful, abominable, detestable",JLPT JLPT_2,Qq0d(|J(G%,nikui,TĂNG
憎む,にくむ,"to hate, to detest",JLPT JLPT_2,vu`fYICMu{,nikumu,TĂNG
憎らしい,にくらしい,"odious, hateful",JLPT JLPT_2,f/_kC?^S&d,nikurashii,TĂNG
にこにこ,にこにこ,"smile sweetly, smiley",JLPT JLPT_2,"n^be_-@ly,",nikoniko,
濁る,にごる,"to become muddy, to get cloudy",JLPT JLPT_2,Lky&[Q-5R2,nigoru,TRỌC
虹,にじ,rainbow,JLPT JLPT_2,GlQhx;DK8+,niji,HỒNG
日時,にちじ,date and time,JLPT JLPT_2,PH9R9B_JX5,nichiji,NHẬT THÌ
日用品,にちようひん,daily necessities,JLPT JLPT_2,c&vov/+z8>,nichiyouhin,NHẬT DỤNG PHẨM
日課,にっか,"daily work, daily routine",JLPT JLPT_2,c6js~O66Z[,nikka,NHẬT KHÓA
日程,にってい,schedule,JLPT JLPT_2,AHKP7#Wd&/,nittei,NHẬT TRÌNH
鈍い,にぶい,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid",JLPT JLPT_2,s~5sFu`bb@,nibui,ĐỘN
入社,にゅうしゃ,entry to a company,JLPT JLPT_2,w-`JY=1e/D,nyuusha,NHẬP XÃ
女房,にょうぼう,wife,JLPT JLPT_2,sU~=iRlvo],nyoubou,NỮ PHÒNG
睨む,にらむ,"to glare at, to stare; to keep an eye on",JLPT JLPT_2,fHjyY#znW:,niramu,NGHỄ
煮る,にる,"to boil, to simmer, to stew, seethe",JLPT JLPT_2,qMv(PS]:%I,niru,CHỬ
俄,にわか,"sudden, abrupt, unexpected",JLPT JLPT_2,t[:`;rL-va,niwaka,NGA
縫う,ぬう,to sew,JLPT JLPT_2,"Ng&<M,@BtR",nuu,PHÙNG
ねじ,ねじ,(a) screw,JLPT JLPT_2,Re-*YljhSS,neji,
捩る,ねじる,to twist,JLPT JLPT_2,D{g8=@A4<B,nejiru,LIỆT
ネックレス,ネックレス,necklace,JLPT JLPT_2,MuQQ$:&B5C,nekkuresu,
熱する,ねっする,to heat,JLPT JLPT_2,rJh1ly.2gv,nessuru,NHIỆT
寝間着,ねまき,"sleep-wear, pajamas",JLPT JLPT_2,lkd)EF+;p^,nemaki,TẨM GIAN TRỨ
寝巻,ねまき,"sleep-wear, pajamas",JLPT JLPT_2,bI$hc3f6^A,nemaki,TẨM QUYỂN
狙い,ねらい,aim,JLPT JLPT_2,+@]APxhP:,nerai,THƯ
狙う,ねらう,to aim at,JLPT JLPT_2,"u_Zq{@}_,2",nerau,THƯ
年度,ねんど,"year, fiscal year",JLPT JLPT_2,zOnWMA:uDf,nendo,NIÊN ĐỘ
農産物,のうさんぶつ,agricultural produce,JLPT JLPT_2,"NI`BmF+,nH",nousanbutsu,NÔNG SẢN VẬT
農村,のうそん,agricultural community,JLPT JLPT_2,x4+Tr<A;s],nouson,NÔNG THÔN
濃度,のうど,"concentration, density",JLPT JLPT_2,P+%XFi<sCv,noudo,NÙNG ĐỘ
農薬,のうやく,agricultural chemicals,JLPT JLPT_2,l1C346K%hs,nouyaku,NÔNG DƯỢC
能率,のうりつ,efficiency,JLPT JLPT_2,Na^nQlXLin,nouritsu,NĂNG SUẤT
のこぎり,のこぎり,saw,JLPT JLPT_2,Mi-TTuwz8!,nokogiri,
残らず,のこらず,"completely, without exception",JLPT JLPT_2,C>>Dz3Vn+r,nokorazu,TÀN
上り,のぼり,"up-train (going to Tokyo), ascent",JLPT JLPT_2,x3At`fIc#9,nobori,THƯỢNG
糊,のり,"glue, paste, starch",JLPT JLPT_2,xb.2gr28hJ,nori,HỒ
乗換,のりかえ,"a transfer (e.g., trains, buses)",JLPT JLPT_2,mEuM{0XEgL,norikae,THỪA HOÁN
乗り換え,のりかえ,"(n) transfer (trains, buses, etc.)",JLPT JLPT_2,"C,/t73;.mS",norikae,THỪA HOÁN
乗り越し,のりこし,riding past (one's station),JLPT JLPT_2,msQgthowMg,norikoshi,THỪA VIỆT
鈍い,のろい,"dull (e.g., a knife), slow (opposite of fast), stupid",JLPT JLPT_2,"x,FV2}Y%-X",noroi,ĐỘN
のろのろ,のろのろ,"slowly, sluggishly",JLPT JLPT_2,KUA4SG[)M:,noronoro,
呑気,のんき,"carefree, optimistic, careless",JLPT JLPT_2,t$DYuRW-VV,nonki,THÔN KHÍ
はい (かん),はい (かん),yes,JLPT JLPT_2,AiQ1*c2HyJ,hai (kan),
灰色,はいいろ,"grey, ashen",JLPT JLPT_2,ss^FM_Mq2^,haiiro,HÔI SẮC
俳句,はいく,haiku poetry,JLPT JLPT_2,hwb=j~#GQg,haiku,BÀI CÚ
売店,ばいてん,"shop, stand",JLPT JLPT_2,z@FJMhw{sZ,baiten,MẠI ĐIẾM
バイバイ,バイバイ,bye bye,JLPT JLPT_2,o^SdrB~Ugj,baibai,
売買,ばいばい,"trade, buying and selling",JLPT JLPT_2,w9ww[Mi8PB,baibai,MẠI MÃI
這う,はう,"to creep, to crawl",JLPT JLPT_2,J$@-ykytmX,hau,GIÁ
剥す,はがす,"to tear off, to peel off, to rip off",JLPT JLPT_2,w1IgSLSCS%,hagasu,BÁC
剥がす,はがす,"to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect",JLPT JLPT_2,twr([xW-`[,hagasu,BÁC
ばからしい,ばからしい,absurd,JLPT JLPT_2,"Ac.j@?6<t,",bakarashii,
秤,はかり,"scales, weighing machine",JLPT JLPT_2,K:$(:hKZp/,hakari,XỨNG
吐き気,はきけ,"nausea, sickness in the stomach",JLPT JLPT_2,kx+nKGh/`U,hakike,THỔ KHÍ
はきはき,はきはき,clearly,JLPT JLPT_2,JVjc#=Q+e1,hakihaki,
掃く,はく,"to sweep, to brush, to gather up",JLPT JLPT_2,vSCJIFU380,haku,TẢO
歯車,はぐるま,"gear, cog-wheel",JLPT JLPT_2,j7]b4f$098,haguruma,XỈ XA
バケツ,バケツ,"bucket, pail",JLPT JLPT_2,s9Y+YEtVRT,baketsu,
挟まる,はさまる,"to get between, to be caught in",JLPT JLPT_2,e1(3K^._OQ,hasamaru,HIỆP
挟む,はさむ,to pinch; to hold between; to insert,JLPT JLPT_2,l~cQobWV^N,hasamu,HIỆP
梯子,はしご,"ladder, stairs",JLPT JLPT_2,M(f1q$Y$t;,hashigo,THÊ TỬ
始めに,はじめに,"to begin with, first of all",JLPT JLPT_2,"IrD7xzN,r4",hajimeni,THỦY
初めに,はじめに,"to begin with, first of all",JLPT JLPT_2,d;;?&/B6za,hajimeni,SƠ
はじめまして,はじめまして,"How do you do, I am glad to meet you",JLPT JLPT_2,"M]0`I,lN9&",hajimemashite,
斜,はす,diagonal,JLPT JLPT_2,yZ/JT}.{x%,hasu,TÀ
外れる,はずれる,"to be disconnected, to get out of place, to be off, to be out (e.g., of gear)",JLPT JLPT_2,c*@~/j#){L,hazureru,NGOẠI
パターン,パターン,pattern,JLPT JLPT_2,yMee~-[vv4,pataan,
肌着,はだぎ,underwear,JLPT JLPT_2,tm(~La~OiQ,hadagi,CƠ TRỨ
果して,はたして,"as was expected, really",JLPT JLPT_2,vU#n=PULcb,hatashite,QUẢ
果たして,はたして,"as was expected, just as one thought, sure enough",JLPT JLPT_2,OPG]u@2UJd,hatashite,QUẢ
鉢,はち,"a bowl, a pot",JLPT JLPT_2,s9xu=`E7V:,hachi,BÁT
発,はつ,"to depart (e.g., on a plane, train)",JLPT JLPT_2,d|z)aYBq<F,hatsu,PHÁT
×,ばつ,cross,JLPT JLPT_2,v(;vsH!5b/,batsu,
発揮,はっき,"exhibition, demonstration, display",JLPT JLPT_2,QaKs[tB)A-,hakki,PHÁT HUY
バック,バック,back,JLPT JLPT_2,qbsm~Jf<LF,bakku,
発想,はっそう,idea; way of thinking (same as 考え方 (かんがえかた)),JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,I2:s]~J?s+,hassou,PHÁT TƯỞNG
発電,はつでん,"generation (e.g., power)",JLPT JLPT_2,Q0`dq+3A0&,hatsuden,PHÁT ĐIỆN
発売,はつばい,sale,JLPT JLPT_2,I[uv@sX4sM,hatsubai,PHÁT MẠI
派手,はで,"showy, loud, flashy, gaudy",JLPT JLPT_2,GR6l(BMZ<s,hade,PHÁI THỦ
話合い,はなしあい,"discussion, talk",JLPT JLPT_2,j6IK#HXQe7,hanashiai,THOẠI HỢP
話し合い,はなしあい,"discussion, talk, conference",JLPT JLPT_2,z&(3kffI&H,hanashiai,THOẠI HỢP
話し掛ける,はなしかける,"to accost a person, to talk (to someone)",JLPT JLPT_2,E42/+JfB`_,hanashikakeru,
話中,はなしちゅう,"while talking, the line is busy",JLPT JLPT_2,jx-7nhaG2(,hanashichuu,THOẠI TRUNG
甚だしい,はなはだしい,"extreme, excessive, terrible",JLPT JLPT_2,omWb^)11J$,hanahadashii,THẬM
花火,はなび,fireworks,JLPT JLPT_2,BVYu+ySjFN,hanabi,HOA HỎA
花嫁,はなよめ,bride,JLPT JLPT_2,GcW:<A-hl8,hanayome,HOA GIÁ
ばね,ばね,"spring (e.g., coil, leaf)",JLPT JLPT_2,sxRo:)][hz,bane,
跳ねる,はねる,"to jump, to leap",JLPT JLPT_2,P8[ijvqr@Z,haneru,KHIÊU
破片,はへん,"fragment, broken piece",JLPT JLPT_2,O.%CD32Cda,hahen,PHÁ PHIẾN
歯磨き,はみがき,"toothbrushing, toothpaste",JLPT JLPT_2,y*(]=Ref/C,hamigaki,XỈ MA
はめる,はめる,"(col) to get in, to insert, to put on",JLPT JLPT_2,"v[M8{,w&%8",hameru,
早口,はやくち,fast-talking,JLPT JLPT_2,b65.982w^u,hayakuchi,TẢO KHẨU
払い込む,はらいこむ,"to deposit, to pay in",JLPT JLPT_2,"mq,-bG@>>i",haraikomu,PHẤT 
払い戻す,はらいもどす,"to repay, to pay back",JLPT JLPT_2,"r!!#G!lK,,",haraimodosu,PHẤT LỆ
針金,はりがね,wire,JLPT JLPT_2,qxYELD(-ed,harigane,CHÂM KIM
張り切る,はりきる,"to be in high spirits, to be full of vigor",JLPT JLPT_2,/+}3T(9Ff,harikiru,TRƯƠNG THIẾT
反～,はん～,"anti ~, counter ~",JLPT JLPT_2,"b>W-n87t,>",han~,PHẢN
反映,はんえい,"reflection, influence",JLPT JLPT_2,vM%0h=/p|a,han'ei,PHẢN ÁNH
半径,はんけい,radius,JLPT JLPT_2,nr>gnOk7x^,hankei,BÁN KÍNH
判子,はんこ,seal (used for signature),JLPT JLPT_2,u_*2c15[TP,hanko,PHÁN TỬ
万歳,ばんざい,"banzai, Long live ~!",JLPT JLPT_2,u0&SMmf&^/,banzai,VẠN TUẾ
判事,はんじ,"judge, justice",JLPT JLPT_2,j^b+T-<*N1,hanji,PHÁN SỰ
反省,はんせい,"reflection, reconsideration",JLPT JLPT_2,NqUE%mYbhY,hansei,PHẢN TỈNH
番地,ばんち,"house number, address",JLPT JLPT_2,f=_&Y!K(GI,banchi,PHIÊN ĐỊA
パンツ,パンツ,underpants,JLPT_2 JLPT Genki_Ln.10 Genki,f1!Jgm1h.|,pantsu,
バンド,バンド,band,JLPT JLPT_2,hx3pu3yzgf,bando,
半島,はんとう,peninsula,JLPT JLPT_2,"O1,CCe9Bk!",hantou,BÁN ĐẢO
ハンドル,ハンドル,"handle, steering wheel",JLPT JLPT_2,r$a6UvR({y,handoru,
非～,ひ～,"anti~, counter~, an~, non~",JLPT_1 JLPT JLPT_2,BUWz9(5^B),hi~,PHI
日当たり,ひあたり,"exposure to the sun, sunny place",JLPT JLPT_2,lKSG[Co_dv,hiatari,NHẬT ĐƯƠNG
日帰り,ひがえり,day trip,JLPT JLPT_2,Jh-TX_`>w~,higaeri,NHẬT QUY
比較的,ひかくてき,comparatively; relatively,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,yRf$aJ+cvj,hikakuteki,BỈ GIÁC ĐÍCH
日陰,ひかげ,shadow,JLPT JLPT_2,PxZa@!UPI;,hikage,NHẬT ÂM
ぴかぴか,ぴかぴか,"glitter, sparkle",JLPT JLPT_2,d/V>YPI*X<,pikapika,
引受る,ひきうける,"to undertake, to take up, to take over",JLPT JLPT_2,qCz>U/7EL?,hikiukeru,DẪN THỤ
引き返す,ひきかえす,"to turn back, to go back, reverse",JLPT JLPT_2,bC`+HSQ:%I,hikikaesu,DẪN PHẢN
引算,ひきざん,subtraction,JLPT JLPT_2,ML@]2G:q]2,hikizan,DẪN TOÁN
引き出す,ひきだす,"to pull out, to take out, to withdraw",JLPT JLPT_2,NdsG``/m~k,hikidasu,DẪN XUẤT
引き止める,ひきとめる,"to keep back, to prevent, to hold back",JLPT JLPT_2,A3*mBL.p{k,hikitomeru,
卑怯,ひきょう,"cowardice, meanness, unfairness",JLPT JLPT_2,"Q(9,y^6;ZC",hikyou,TI KHIẾP
引分け,ひきわけ,"a draw (in competition), tie game",JLPT JLPT_2,h}[lK:0XS$,hikiwake,DẪN PHÂN
引き分け,ひきわけ,"draw (in competition), tie game",JLPT JLPT_2,JQc@iJs3z#,hikiwake,DẪN PHÂN
陽射,ひざし,"sunlight, rays of the sun",JLPT JLPT_2,Ftb3RG(bbe,hizashi,DƯƠNG XẠ
日差し,ひざし,sunlight,JLPT JLPT_2,C*wD(*i+[Q,hizashi,NHẬT SOA
肘,ひじ,elbow,JLPT JLPT_2,C6rg9Pm`+%,hiji,TRỬU
ピストル,ピストル,pistol,JLPT JLPT_2,JEp~p=`2Vn,pisutoru,
ビタミン,ビタミン,vitamin,JLPT JLPT_2,qt<L6><O-N,bitamin,
ぴたり,ぴたり,exactly; close-fitting,JLPT JLPT_2,t)/G)m|eXB,pitari,
引っ掛かる,ひっかかる,"to be caught in, to be stuck in",JLPT JLPT_2,jDrr(LpUYx,hikkakaru,
筆記,ひっき,"note taking, writing",JLPT JLPT_2,E:WY<l^}a6,hikki,BÚT KÍ
引っ繰り返す,ひっくりかえす,"to turn over, to overturn, to knock over",JLPT JLPT_2,Aa#A!KWab;,hikkurikaesu,
引っ繰り返る,ひっくりかえる,"to be overturned, to be upset, to topple over, to be reversed",JLPT JLPT_2,y#X%-CW-M~,hikkurikaeru,
引っ越し,ひっこし,"moving (dwelling, office, etc.), changing residence",JLPT JLPT_2,F[^C#=Zqkz,hikkoshi,DẪN VIỆT
引っ込む,ひっこむ,"to draw back, to sink, to cave in",JLPT JLPT_2,ozz?OwjfOs,hikkomu,DẪN 
筆者,ひっしゃ,"writer, author",JLPT JLPT_2,BHGOtbE2VB,hissha,BÚT GIẢ
必需品,ひつじゅひん,"necessities, essential",JLPT JLPT_2,cTMH.0S#__,hitsujuhin,TẤT NHU PHẨM
一～,ひと～,one ~,JLPT JLPT_2,MA<ALV)8oH,hito~,NHẤT
人差指,ひとさしゆび,index finger,JLPT JLPT_2,yXv{vsytE-,hitosashiyubi,NHÂN SOA CHỈ
一通り,ひととおり,"general, briefly",JLPT JLPT_2,z>*AdeJ/za,hitotoori,NHẤT THÔNG
人通り,ひとどおり,pedestrian traffic,JLPT JLPT_2,okfC7]@36^,hitodoori,NHÂN THÔNG
ひとまず,ひとまず,"for the present, once, for the time being",JLPT JLPT_2,",^[NCX-JA",hitomazu,
瞳,ひとみ,pupil (of eye),JLPT JLPT_2,n?(M2yxG]e,hitomi,ĐỒNG
一休み,ひとやすみ,a rest,JLPT JLPT_2,HyAGEDQ8c+,hitoyasumi,NHẤT HƯU
独り言,ひとりごと,"a soliloquy, a monologue, speaking to oneself",JLPT JLPT_2,oE(Rtaq/4c,hitorigoto,ĐỘC NGÔN
ひとりでに,ひとりでに,"by itself, automatically, naturally",JLPT JLPT_2,PMPsW_S3Fc,hitorideni,
ビニール,ビニール,vinyl,JLPT JLPT_2,"B]r_&,m?0_",biniiru,
皮肉,ひにく,"cynicism, sarcasm",JLPT JLPT_2,pu+RSzayXS,hiniku,BÌ NHỤC
日日,ひにち,date,JLPT JLPT_2,EDa-Ss*/(C,hinichi,NHẬT NHẬT
日にち,ひにち,"date (of a planned event, act, etc.), day",JLPT JLPT_2,CWiz%ru-_b,hinichi,NHẬT
捻る,ひねる,"to twist, to turn",JLPT JLPT_2,Lsxjk5@=vY,hineru,NIỆP
日の入り,ひのいり,sunset,JLPT JLPT_2,rz|&d2Q(rd,hinoiri,NHẬT NHẬP
日の出,ひので,sunrise,JLPT JLPT_2,"G!/]^,ZBLq",hinode,NHẬT XUẤT
響き,ひびき,"echo, sound",JLPT JLPT_2,l&)NHT{BaW,hibiki,HƯỞNG
響く,ひびく,to resound; to affect,JLPT JLPT_2,rOD*#KgIYp,hibiku,HƯỞNG
皮膚,ひふ,skin,JLPT JLPT_2,cVU`)a>m;T,hifu,BÌ PHU
冷やす,ひやす,"to cool (from room temperature), to chill, to refrigerate",JLPT JLPT_2,r#^XW.Gb>Y,hiyasu,LÃNH
ひゃっかじてん,ひゃっかじてん,encyclopedia,JLPT JLPT_2,wQ6w2}QAv=,hyakkajiten,
百科事典,ひゃっかじてん,encyclopedia,JLPT JLPT_2,cvA%H8}VUp,hyakkajiten,BÁCH KHOA SỰ ĐIỂN
美容,びよう,beauty of figure or form,JLPT JLPT_2,D(GaCqwm&U,biyou,MĨ DUNG
